product_id,product_name,category,segment,size,color,units,orders,revenue,gross_margin,discount_amount,gross_before_discount,promo_revenue,promo_units,return_qty,refund_amount,return_orders,first_return,last_return,avg_rating,n_reviews,gross_margin_rate,discount_rate,promo_revenue_share,promo_unit_share,return_rate_qty,refund_share
373,LotusWear UE-94,Streetwear,Performance,M,blue,30,7,113589.66,17665.488299999986,6668.66,120258.31999999999,72661.45999999999,21,4.0,17770.04,1.0,2013-05-20,2013-05-20,5.0,1.0,0.15552021460404042,0.055452795282688136,0.6396837529049738,0.7,0.13333333333333333,0.15644064785474313
375,LotusWear UE-96,Streetwear,Performance,XL,purple,206,47,1846003.57,399351.77443374996,61823.28,1907826.85,500551.85000000003,62,3.0,25654.63,2.0,2014-06-20,2016-07-12,4.0,11.0,0.21633315391353763,0.03240507910872519,0.2711543239323205,0.30097087378640774,0.014563106796116505,0.013897389158353578
379,LotusWear UE-00,Streetwear,Performance,XL,yellow,68,15,408155.69,58499.16572000003,17677.41,425833.10000000003,146251.0,26,0.0,0.0,0.0,,,4.666666666666667,3.0,0.14332561606577146,0.04151253155285486,0.3583216002697402,0.38235294117647056,0.0,0.0
382,LotusWear UE-03,Streetwear,Performance,L,orange,83,17,859134.0,2980.2347849999824,33909.53,893043.53,271167.4,30,4.0,20887.84,1.0,2013-08-16,2013-08-16,3.3333333333333335,3.0,0.003468882368757356,0.037970747069854476,0.31562876105473653,0.3614457831325301,0.04819277108433735,0.02431266833811722
383,LotusWear UE-04,Streetwear,Performance,XL,blue,400,91,2583660.09,-82161.11400000022,98888.21,2682548.3,912279.39,171,7.0,48546.659999999996,3.0,2018-05-11,2020-08-03,4.0,16.0,-0.03180027988898502,0.03686353382714489,0.35309574720411463,0.4275,0.0175,0.018789878818772945
384,LotusWear UE-05,Streetwear,Performance,S,white,86,20,998093.63,71738.91658999995,49933.42,1048027.05,293444.64,30,0.0,0.0,0.0,,,4.0,1.0,0.07187593872330389,0.04764516335718624,0.294005122545467,0.3488372093023256,0.0,0.0
385,LotusWear UE-06,Streetwear,Performance,M,purple,236,50,1835380.39,1591.972420000071,202001.81,2037382.2,1061714.49,148,2.0,12956.66,1.0,2015-12-24,2015-12-24,3.7142857142857144,7.0,0.0008673800966131446,0.09914772495803684,0.5784710874022142,0.6271186440677966,0.00847457627118644,0.0070593867465261525
386,LotusWear UE-07,Streetwear,Performance,L,green,28,6,159177.17,64193.24936,3071.68,162248.85,25597.350000000002,5,0.0,0.0,0.0,,,,,0.40328176056905646,0.018931906142940304,0.16081043531556694,0.17857142857142858,0.0,0.0
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,25,8,259579.06,-24633.627499999988,29295.18,288874.24,162785.63,17,0.0,0.0,0.0,,,4.5,2.0,-0.09489836160127858,0.10141153465258793,0.6271138742855452,0.68,0.0,0.0
388,LotusWear UC-02,Streetwear,Everyday,S,pink,388,93,4293833.79,-394885.12568181835,271126.74,4564960.53,2170041.54,221,16.0,141752.19,6.0,2021-05-06,2022-11-21,3.9375,16.0,-0.0919656290845432,0.05939300859628681,0.505385547305966,0.5695876288659794,0.041237113402061855,0.03301296625177473
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,293,64,3001302.7,41186.94344188682,152790.37,3154093.07,1146122.19,125,7.0,62784.909999999996,4.0,2021-04-17,2022-10-12,3.1818181818181817,11.0,0.013723022153642421,0.048441934530486126,0.38187490718613615,0.42662116040955633,0.023890784982935155,0.020919219510914376
390,LotusWear UC-04,Streetwear,Everyday,L,red,40,9,644846.12,146360.71159999998,19546.239999999998,664392.36,128653.68000000001,9,1.0,14391.55,1.0,2022-08-23,2022-08-23,4.0,2.0,0.22696998099329493,0.0294197242123615,0.19951066775434736,0.225,0.025,0.02231780506022119
392,SaigonFlex RP-01,Outdoor,Activewear,S,orange,24,5,124156.94999999998,-15532.949999999993,17274.34,141431.29,106167.75,21,0.0,0.0,0.0,,,4.0,1.0,-0.12510737417438167,0.12213945018814436,0.8551091984782166,0.875,0.0,0.0
393,SaigonFlex RP-02,Outdoor,Activewear,M,blue,20,5,109429.65,-2310.0165000000025,11841.49,121271.14,71966.91,14,0.0,0.0,0.0,,,2.0,2.0,-0.021109603293074614,0.09764474878359353,0.6576545753367575,0.7,0.0,0.0
394,SaigonFlex RS-01,Outdoor,Premium,L,white,124,27,2411670.36,246106.78525200023,28582.84,2440253.2,201814.96,12,11.0,204357.51,3.0,2016-11-14,2018-09-17,5.0,1.0,0.10204826884052273,0.011713063218193915,0.08368264724205508,0.0967741935483871,0.08870967741935484,0.08473691653282169
395,SaigonFlex RS-02,Outdoor,Premium,XL,purple,20,5,79636.22,18263.239099999995,9495.24,89131.45999999999,47476.19,13,1.0,3445.04,1.0,2013-12-19,2013-12-19,,,0.22933332471079107,0.10653073561231916,0.5961632784680136,0.65,0.05,0.04325971272870561
396,SaigonFlex UM-01,Streetwear,Balanced,S,green,17339,3874,178201946.32,3233884.819221523,7000445.35,185202391.67,52516002.92,5952,579.0,5507366.32,208.0,2012-07-14,2016-09-16,4.041033434650456,658.0,0.018147303584520824,0.03779889280519463,0.2946993790162999,0.34327239171809215,0.03339292923467328,0.030905197354636843
398,SaigonFlex UM-03,Streetwear,Balanced,L,pink,179,37,3113828.75,380659.85654793563,228515.61,3342344.36,1372175.97,87,1.0,14144.79,1.0,2022-12-12,2022-12-12,3.5714285714285716,7.0,0.12224816684216679,0.06836985821532764,0.4406716233190409,0.4860335195530726,0.00558659217877095,0.0045425715849017065
400,SaigonFlex UM-05,Streetwear,Balanced,S,red,6610,1421,60472650.62,12700508.916735329,2501093.87,62973744.49,19176396.17,2434,191.0,1616402.85,78.0,2012-08-12,2020-11-07,3.9305555555555554,216.0,0.21002070831231126,0.03971645469481594,0.3171085767432498,0.36822995461422087,0.028895612708018156,0.026729485700192054
401,SaigonFlex UM-06,Streetwear,Balanced,M,black,227,50,2426930.35,-28050.81500000009,53002.83,2479933.18,442361.81,53,3.0,26354.97,3.0,2012-12-06,2013-08-16,2.857142857142857,7.0,-0.011558145869328343,0.021372684726932843,0.1822721488484414,0.23348017621145375,0.013215859030837005,0.01085938457195527
402,SaigonFlex UM-07,Streetwear,Balanced,L,orange,1226,292,14198519.12,464389.10323890037,627645.31,14826164.43,4691992.43,458,28.0,302160.93,12.0,2021-10-04,2022-12-20,3.6862745098039214,51.0,0.03270686888640119,0.042333626674879665,0.3304564645330421,0.3735725938009788,0.022838499184339316,0.021281158087421728
403,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,337,73,4382610.53,1777447.3631630002,208388.21,4590998.74,1387626.31,120,8.0,109412.57,4.0,2022-02-21,2022-09-05,3.5833333333333335,12.0,0.40556817700225806,0.04539060492096759,0.3166209501166876,0.3560830860534125,0.02373887240356083,0.024965159292856445
404,SaigonFlex UM-09,Streetwear,Balanced,S,white,628,135,13201073.7,1937060.8199292745,731031.72,13932105.42,5329600.81,277,28.0,512930.19,11.0,2018-09-13,2019-07-27,4.0,23.0,0.1467350962466996,0.05247101554016234,0.4037247977791382,0.4410828025477707,0.044585987261146494,0.03885518721102209
405,SaigonFlex UM-10,Streetwear,Balanced,M,purple,1052,234,22225672.12,7334260.571055995,1045391.23,23271063.35,7678374.69,421,24.0,495655.91,12.0,2019-10-05,2021-06-02,3.8285714285714287,35.0,0.3299904961909424,0.04492236621409051,0.3454732279205422,0.40019011406844107,0.022813688212927757,0.022301053813980225
406,SaigonFlex UM-11,Streetwear,Balanced,L,green,170,36,3891822.27,1238479.6827136364,17064.73,3908887.0,114386.66999999998,6,6.0,132490.96,3.0,2020-05-19,2020-08-30,4.125,8.0,0.31822616676522497,0.0043656237696305875,0.0293915451591267,0.03529411764705882,0.03529411764705882,0.03404342511252447
407,SaigonFlex UM-12,Streetwear,Balanced,XL,silver,7290,1614,132919300.63,-4061755.4415048975,6544325.28,139463625.91,48382866.1,3017,231.0,3928858.67,93.0,2018-09-25,2022-12-01,4.022058823529412,272.0,-0.030558056070512877,0.046924961525259976,0.3640018106526205,0.4138545953360768,0.03168724279835391,0.029558225565273953
408,SaigonFlex UM-13,Streetwear,Balanced,S,pink,289,71,4291990.91,-206803.9700116279,371366.89999999997,4663357.81,2072586.3,154,3.0,40572.49,1.0,2022-10-16,2022-10-16,4.0,7.0,-0.04818369245139615,0.07963508594679335,0.48289624639489276,0.532871972318339,0.010380622837370242,0.009453069880802707
409,SaigonFlex UM-14,Streetwear,Balanced,M,yellow,6954,1525,73935925.42,-914606.7929714001,3253648.91,77189574.33,25322346.96,2769,226.0,2296319.71,83.0,2015-08-26,2017-05-08,4.017021276595744,235.0,-0.012370262328846091,0.04215140371276096,0.34249043095293685,0.3981880931837791,0.03249928098935864,0.031058239914568447
410,SaigonFlex UM-15,Streetwear,Balanced,L,red,1000,229,16191802.22,-569092.1652459011,772412.8,16964215.02,5870387.97,415,22.0,339415.2,9.0,2014-10-17,2016-04-23,3.765957446808511,47.0,-0.035146931608574274,0.04553189163715281,0.3625530926229409,0.415,0.022,0.020962163160612026
412,SaigonFlex UM-17,Streetwear,Balanced,S,orange,936,201,16774275.34,848033.5237088697,781584.25,17555859.59,6180912.01,393,28.0,486755.07,11.0,2018-10-12,2019-07-30,3.739130434782609,23.0,0.050555598171603024,0.0445198508220696,0.3684756500485582,0.4198717948717949,0.029914529914529916,0.029017949218901995
413,SaigonFlex UM-18,Streetwear,Balanced,M,blue,13,2,192556.11,58910.48197500002,0.0,192556.11,0.0,0,4.0,52503.65,1.0,2012-07-22,2012-07-22,,,0.30593930244540163,0.0,0.0,0.0,0.3076923076923077,0.27266675671834045
414,SaigonFlex UM-19,Streetwear,Balanced,L,white,270,63,1687599.65,401445.8797556817,57651.18,1745250.8299999998,427689.86,76,20.0,115659.23999999999,6.0,2012-08-13,2014-04-17,3.7777777777777777,9.0,0.23787980742688689,0.03303317724249414,0.25343087740033604,0.2814814814814815,0.07407407407407407,0.0685347617842893
415,SaigonFlex UM-20,Streetwear,Balanced,XL,purple,2066,444,19403706.57,190887.22720133222,687051.09,20090757.66,5160436.01,634,68.0,601472.64,25.0,2016-11-25,2022-09-11,4.017241379310345,58.0,0.009837668205953097,0.03419737083225561,0.2659510434969436,0.3068731848983543,0.03291384317521781,0.030997821876462234
416,SaigonFlex UM-21,Streetwear,Balanced,S,green,47,11,493518.67,47089.79631025,13506.55,507025.22,125367.9,13,2.0,18524.87,1.0,2020-11-07,2020-11-07,4.0,1.0,0.0954164435364725,0.02663881295687816,0.2540286875063916,0.2765957446808511,0.0425531914893617,0.03753631042975537
417,SaigonFlex UM-22,Streetwear,Balanced,M,silver,75,17,805091.49,185556.84250212772,30104.64,835196.13,224836.78999999998,23,9.0,85682.29000000001,3.0,2022-04-05,2022-07-27,3.4,5.0,0.23047919995046492,0.036044994605039654,0.2792686207625918,0.30666666666666664,0.12,0.10642553183613952
418,SaigonFlex UM-23,Streetwear,Balanced,L,pink,3270,728,32899099.09,2178722.5333628417,1594277.28,34493376.37,11588884.7,1316,77.0,719752.26,32.0,2013-12-24,2020-04-01,3.875,104.0,0.06622438284412127,0.04621980935988031,0.35225538147099456,0.40244648318042814,0.023547400611620795,0.021877567468671984
419,SaigonFlex UM-24,Streetwear,Balanced,XL,yellow,387,88,6757581.97,1929481.4271130525,412101.29,7169683.26,2385347.87,154,16.0,255743.89,6.0,2017-10-26,2018-09-04,3.9,10.0,0.2855283791863575,0.05747831181038812,0.3529883737392534,0.3979328165374677,0.041343669250646,0.03784547359327112
420,SaigonFlex UM-25,Streetwear,Balanced,S,red,1755,403,23556147.39,-907035.9888461529,951544.27,24507691.66,7749043.79,678,50.0,595932.97,21.0,2017-08-20,2018-08-21,3.888888888888889,63.0,-0.03850527736259647,0.0388263522816004,0.32896057499154574,0.38632478632478634,0.02849002849002849,0.025298405555612375
421,SaigonFlex UM-26,Streetwear,Balanced,M,black,162,30,3165329.12,272432.6247344878,190914.8,3356243.92,1022155.07,60,3.0,57766.92999999999,2.0,2022-11-02,2022-11-20,5.0,3.0,0.08606770872991804,0.05688346989988737,0.32292220848111997,0.37037037037037035,0.018518518518518517,0.018249896870123884
422,SaigonFlex UM-27,Streetwear,Balanced,L,orange,4178,959,39271832.32,15584876.100534998,1699866.21,40971698.53,12279328.26,1515,157.0,1394482.44,64.0,2013-10-15,2016-11-04,4.052631578947368,133.0,0.3968461663195194,0.0414887903354882,0.3126752059833606,0.3626136907611297,0.037577788415509815,0.03550846389435796
423,SaigonFlex UM-28,Streetwear,Balanced,XL,blue,653,149,7270471.35,-495365.04309632874,372096.87,7642568.22,2796885.9,295,21.0,195473.41,9.0,2017-08-21,2018-08-18,3.7777777777777777,27.0,-0.06813382781521156,0.0486874123054933,0.384691138353774,0.45176110260336905,0.03215926493108729,0.02688593360594152
424,SaigonFlex UM-29,Streetwear,Balanced,S,white,825,185,15845037.55,5922531.354004079,655070.71,16500108.26,4649126.78,276,19.0,320984.26,10.0,2021-01-01,2022-04-03,3.9642857142857144,28.0,0.3737783097903784,0.039700994664867734,0.293412165501621,0.33454545454545453,0.02303030303030303,0.02025771532488416
425,SaigonFlex UM-30,Streetwear,Balanced,M,purple,876,207,9500241.0,-610724.151558935,449661.72,9949902.72,3749745.56,403,24.0,215045.07,10.0,2017-09-14,2018-08-04,3.942857142857143,35.0,-0.06428512198363547,0.045192574505894256,0.39470004603041126,0.4600456621004566,0.0273972602739726,0.022635748924685173
426,SaigonFlex UM-31,Streetwear,Balanced,L,green,5302,1163,56151636.08,3693757.411629572,2488454.94,58640091.02,18493780.78,2004,163.0,1546329.91,54.0,2016-09-24,2019-10-05,3.9326923076923075,208.0,0.0657818305840105,0.042436068851790805,0.32935426411532626,0.37797057714070165,0.03074311580535647,0.02753846580350611
427,SaigonFlex UM-32,Streetwear,Balanced,XL,silver,364,79,4052468.7399999998,888225.8469796113,183909.46,4236378.2,1495266.5,155,9.0,100162.84,5.0,2017-09-21,2018-09-18,3.5,10.0,0.2191814185294891,0.04341195505160516,0.3689766895031003,0.4258241758241758,0.024725274725274724,0.02471649910863964
428,SaigonFlex UM-33,Streetwear,Balanced,S,pink,1858,408,24545957.18,352623.8851413575,1246881.89,25792839.07,9333754.63,796,54.0,664098.49,20.0,2021-08-09,2022-10-28,3.7903225806451615,62.0,0.014365864103628225,0.048342173058810924,0.38025629074286527,0.4284176533907427,0.02906350914962325,0.0270553103767779
429,SaigonFlex UM-34,Streetwear,Balanced,M,yellow,776,180,15881935.69,2953569.8932480006,862947.3,16744882.99,6636747.29,371,34.0,620186.2,9.0,2020-09-08,2022-01-03,4.08,25.0,0.18597039749428684,0.05153498537525463,0.4178802521016883,0.47809278350515466,0.04381443298969072,0.03904978663214824
430,SaigonFlex UM-35,Streetwear,Balanced,L,red,379,83,3854732.68,-106195.19247500024,159106.19,4013838.87,1164402.06,133,10.0,84494.7,3.0,2017-05-11,2019-08-30,3.5,6.0,-0.027549301414851998,0.03963940635215384,0.3020707677192287,0.35092348284960423,0.026385224274406333,0.021919730112128034
431,SaigonFlex UM-36,Streetwear,Balanced,XL,black,1515,332,17479669.7,2851819.8820246872,732028.07,18211697.77,5791666.53,574,46.0,503070.85,14.0,2021-09-28,2022-12-12,3.864406779661017,59.0,0.1631506733805552,0.04019548749627641,0.33133729809551266,0.3788778877887789,0.030363036303630363,0.02878034074064912
432,SaigonFlex UM-37,Streetwear,Balanced,S,orange,7910,1726,81827863.21,-1652244.0859066246,3628204.73,85456067.94,25842611.84,2871,273.0,2599283.24,98.0,2013-10-17,2016-11-12,3.9145907473309607,281.0,-0.020191705136749893,0.042456958498809205,0.315816774705194,0.3629582806573957,0.034513274336283185,0.031765258654369306
433,SaigonFlex UM-38,Streetwear,Balanced,M,blue,10760,2412,114003899.18,43598336.5231522,4951873.67,118955772.85,37524438.99,4086,310.0,3057052.73,120.0,2012-09-22,2021-08-13,3.900537634408602,372.0,0.3824284681203322,0.041627855053694436,0.3291504874824756,0.3797397769516729,0.028810408921933085,0.026815334843707753
435,SaigonFlex UM-40,Streetwear,Balanced,XL,purple,1028,230,18872257.21,-818496.9852348968,837257.07,19709514.28,6289511.04,402,28.0,493829.4,10.0,2015-09-11,2016-10-11,4.0,40.0,-0.043370380984485146,0.04247984288733065,0.3332675561812142,0.39105058365758755,0.027237354085603113,0.026166949427667324
436,SaigonFlex UM-41,Streetwear,Balanced,S,green,443,92,9182622.62,1812317.0898053648,598101.56,9780724.18,3189838.12,175,19.0,343946.17000000004,5.0,2017-12-21,2018-06-20,4.473684210526316,19.0,0.19736377773579517,0.061151050678130876,0.3473776775986031,0.39503386004514673,0.04288939051918736,0.03745620224562817
437,SaigonFlex UM-42,Streetwear,Balanced,M,silver,1079,247,9429577.53,-463996.85671875,239786.83,9669364.36,2553026.86,367,50.0,418246.77,18.0,2012-08-22,2013-10-17,3.9743589743589745,39.0,-0.0492065371160642,0.024798613546092495,0.2707466852971514,0.340129749768304,0.04633920296570899,0.044354772912079767
438,SaigonFlex UM-43,Streetwear,Balanced,L,pink,31471,7053,340706262.89,130456863.28015037,15691385.26,356397648.15,116706119.57,12358,971.0,9654909.83,375.0,2015-09-05,2021-09-09,3.8945993031358883,1148.0,0.3829012774040773,0.04402774637108671,0.34254175012826105,0.3926789742937943,0.030853801912872167,0.02833792883084504
440,SaigonFlex UM-45,Streetwear,Balanced,S,red,780,182,13398018.34,3709820.3424035804,728950.59,14126968.93,5986128.69,400,14.0,225834.43,7.0,2019-09-23,2020-09-20,4.2,35.0,0.2768932127319047,0.051599928732907606,0.44679209552418037,0.5128205128205128,0.017948717948717947,0.016855808394124053
442,SaigonFlex UM-47,Streetwear,Balanced,L,orange,71,17,608219.0700000001,-15025.36840909085,17979.02,626198.09,181209.31,25,2.0,16383.32,2.0,2012-10-31,2016-05-29,5.0,1.0,-0.024703875873360644,0.028711393865797324,0.2979342788446274,0.352112676056338,0.028169014084507043,0.026936544426336383
443,SaigonFlex UM-48,Streetwear,Balanced,XL,blue,12379,2754,123951425.76,47496347.62861863,5214136.25,129165562.01,39808896.84,4586,423.0,3984040.1,154.0,2012-08-05,2021-09-25,3.9453681710213777,421.0,0.38318516578085243,0.04036785168477277,0.3211653000029195,0.3704661119638097,0.03417077308344777,0.03214194653729976
444,SaigonFlex UM-49,Streetwear,Balanced,S,white,70,17,745780.6,-134583.47374999995,149156.13,894936.7300000001,745780.6,70,0.0,0.0,0.0,,,4.5,2.0,-0.18045987486131973,0.1666666759783119,1.0,1.0,0.0,0.0
445,SaigonFlex UM-50,Streetwear,Balanced,M,purple,9575,2063,96245102.49,24999735.067517057,3890883.33,100135985.82,28750841.92,3336,320.0,2942068.38,117.0,2012-09-01,2017-03-22,3.961904761904762,315.0,0.2597507241484268,0.038855994657046464,0.2987252460247238,0.34840731070496084,0.03342036553524804,0.03056849963150785
447,SaigonFlex UM-52,Streetwear,Balanced,XL,silver,2009,434,35217883.78,6581105.867231665,1343829.23,36561713.01,9185384.75,600,72.0,1214018.8599999999,23.0,2013-10-05,2015-05-27,4.0,68.0,0.18686829419799014,0.0367550948620063,0.26081591975768625,0.2986560477849676,0.035838725734196115,0.03447165842172019
449,SaigonFlex UM-54,Streetwear,Balanced,M,yellow,15992,3593,185252159.74,4877748.910484978,9410881.09,194663040.83,68793528.57000001,6750,532.0,5672410.38,192.0,2020-08-27,2022-12-31,3.913761467889908,545.0,0.026330321424219084,0.048344467701080245,0.37135075060151096,0.42208604302151076,0.03326663331665833,0.03061994196429982
450,SaigonFlex UM-55,Streetwear,Balanced,L,red,891,195,16707622.290000001,1469026.8022593774,905194.03,17612816.32,6233927.04,382,15.0,256124.52000000002,8.0,2022-03-12,2022-07-30,3.90625,32.0,0.08792554540442495,0.05139405382727571,0.37311874375632653,0.4287317620650954,0.016835016835016835,0.015329800707387192
451,SaigonFlex UM-56,Streetwear,Balanced,XL,black,3779,854,38057895.35,5551236.597266905,1825981.3800000001,39883876.73,14370516.01,1642,164.0,1566764.29,54.0,2021-08-26,2022-12-05,3.9133858267716537,127.0,0.14586294239907055,0.045782444679619796,0.3775961828115122,0.43450648319661284,0.04339772426567875,0.04116791734254427
452,SaigonFlex UM-57,Streetwear,Balanced,S,orange,72,18,781618.77,265489.9425452902,134858.79,916477.5599999999,674293.97,64,0.0,0.0,0.0,,,4.0,1.0,0.3396667950352449,0.1471490365787025,0.8626890702739904,0.8888888888888888,0.0,0.0
455,SaigonFlex UM-60,Streetwear,Balanced,XL,purple,524,112,5733210.96,1282174.260422608,179985.74,5913196.7,1600286.4,170,18.0,181107.06,7.0,2012-10-15,2013-10-18,4.333333333333333,12.0,0.22363981883244846,0.030437976128884735,0.2791256786406478,0.3244274809160305,0.03435114503816794,0.031589114941620776
456,SaigonFlex UM-61,Streetwear,Balanced,S,green,1802,410,23724425.6,5143819.631700772,1068280.76,24792706.36,8262026.24,712,70.0,837734.08,26.0,2020-08-18,2022-03-10,3.789473684210526,76.0,0.21681534964963584,0.04308850935787875,0.3482497902920777,0.3951165371809101,0.038845726970033294,0.03531103741453702
457,SaigonFlex UM-62,Streetwear,Balanced,M,silver,2359,548,25937330.22,10709093.579921171,1056662.97,26993993.19,8438848.07,896,98.0,1023611.43,31.0,2019-09-03,2021-09-04,3.988888888888889,90.0,0.41288341895973174,0.03914437417845403,0.325355308292019,0.3798219584569733,0.04154302670623145,0.03946479538633102
458,SaigonFlex UM-63,Streetwear,Balanced,L,pink,92,19,1889200.6600000001,349700.4282113845,63233.55,1952434.21,411965.17000000004,23,7.0,128447.75,2.0,2022-10-27,2022-10-27,4.0,3.0,0.18510496826281253,0.032387032390709856,0.21806321515894453,0.25,0.07608695652173914,0.06799052780343619
459,SaigonFlex UM-64,Streetwear,Balanced,XL,yellow,565,125,6074727.0,1201027.0131264706,308291.52999999997,6383018.53,2484662.09,268,9.0,89366.98,4.0,2017-11-04,2018-08-16,3.8666666666666667,15.0,0.19770880454816664,0.048298705158231765,0.40901625538069447,0.4743362831858407,0.01592920353982301,0.014711275091045244
460,SaigonFlex UM-65,Streetwear,Balanced,S,red,1636,352,16507365.45,1594307.125932723,836692.38,17344057.83,6232474.63,697,46.0,440841.29000000004,16.0,2013-01-23,2015-10-06,4.218181818181818,55.0,0.09658156116806169,0.04824086659540388,0.3775571970510897,0.42603911980440096,0.028117359413202935,0.02670573274307682
461,SaigonFlex UM-66,Streetwear,Balanced,M,black,3575,770,45002124.87,-2082298.099207318,2276786.04,47278910.910000004,17834098.66,1616,95.0,1115585.48,38.0,2021-09-09,2022-12-18,3.9274193548387095,124.0,-0.04627110620270847,0.048156482376129246,0.3962945907891749,0.452027972027972,0.026573426573426574,0.024789617895213844
462,SaigonFlex UM-67,Streetwear,Balanced,L,orange,110,21,2446644.79,237284.79291560937,179735.74,2626380.53,1360986.94,65,5.0,119365.26,1.0,2022-11-13,2022-11-13,4.333333333333333,3.0,0.0969837525600148,0.06843476714320601,0.5562666659102566,0.5909090909090909,0.045454545454545456,0.04878732723600633
464,SaigonFlex UM-69,Streetwear,Balanced,S,white,453,104,3298621.33,1382610.8768108897,159868.72,3458490.05,1093482.91,169,20.0,127655.5,6.0,2012-09-22,2013-11-01,3.6666666666666665,9.0,0.41914810415989445,0.04622500504230163,0.3314969499697014,0.3730684326710817,0.04415011037527594,0.03869965274249894
466,SaigonFlex UM-71,Streetwear,Balanced,L,green,90,20,945367.04,137424.20580301882,55891.729999999996,1001258.77,385588.95999999996,40,0.0,0.0,0.0,,,3.5,6.0,0.14536597954908478,0.05582146361624377,0.4078722270664312,0.4444444444444444,0.0,0.0
467,SaigonFlex UM-72,Streetwear,Balanced,XL,silver,6417,1433,66871275.46,26119365.092873923,2950245.09,69821520.55,20543967.0,2239,240.0,2280141.85,76.0,2012-07-17,2015-11-07,4.048458149779735,227.0,0.39059169894998624,0.04225409396358384,0.3072166166815326,0.3489169393797725,0.03740065451145395,0.03409747809227744
470,SaigonFlex UM-75,Streetwear,Balanced,L,red,3935,888,45104474.03,16257742.296742981,2448023.13,47552497.16,17132176.04,1702,118.0,1206715.59,54.0,2020-12-05,2022-12-14,3.9565217391304346,138.0,0.3604463336814346,0.05148043270499824,0.37983318525352944,0.43252858958068613,0.029987293519695046,0.026753789196109157
471,SaigonFlex UM-76,Streetwear,Balanced,XL,black,1788,401,18453361.54,-626972.1854782584,897537.59,19350899.13,6610450.89,733,37.0,366845.01999999996,14.0,2021-11-12,2022-12-26,4.044117647058823,68.0,-0.03397604193248026,0.04638221634924103,0.35822475355891176,0.4099552572706935,0.02069351230425056,0.019879576910950176
472,SaigonFlex UM-77,Streetwear,Balanced,S,orange,3349,728,35206591.44,-1513521.590594851,1072791.39,36279382.83,10202800.82,1185,112.0,1085345.96,42.0,2012-08-15,2014-05-17,3.9285714285714284,112.0,-0.04298972234146081,0.02957027673339833,0.2897980293658329,0.35383696625858463,0.03344281875186623,0.030827919307373882
473,SaigonFlex UM-78,Streetwear,Balanced,M,blue,301,73,4809530.51,692017.2248700004,166184.85,4975715.36,2006918.24,150,9.0,119643.86,5.0,2017-09-05,2018-08-08,3.909090909090909,11.0,0.14388456907200292,0.03339918744869683,0.41727944875850265,0.4983388704318937,0.029900332225913623,0.02487641148158555
475,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,22709,4982,267387485.24,39369572.41704621,10835387.0,278222872.24,78454126.94,7724,733.0,7958581.64,265.0,2012-07-21,2018-10-28,3.9887640449438204,801.0,0.14723790225899733,0.03894499008209937,0.29340986871386904,0.34012946408912764,0.032277951472984276,0.029764226373035316
476,SaigonFlex UM-81,Streetwear,Balanced,S,green,763,178,16675597.07,5976346.265766465,731748.51,17407345.58,5135986.3,271,29.0,559647.05,11.0,2021-08-28,2022-12-01,3.75,32.0,0.35838874258470343,0.04203676583756316,0.3079941472824277,0.35517693315858456,0.03800786369593709,0.0335608402896005
478,SaigonFlex UM-83,Streetwear,Balanced,L,pink,730,157,11619070.75,3881604.935530003,448505.56,12067576.31,3479768.41,252,23.0,342189.38,7.0,2019-09-24,2020-11-07,3.896551724137931,29.0,0.3340718908635618,0.037166167296438665,0.2994876685814139,0.3452054794520548,0.031506849315068496,0.029450666698109227
479,SaigonFlex UM-84,Streetwear,Balanced,XL,yellow,444,96,4797419.25,1213258.4375932268,197238.54,4994657.79,1475134.29,156,24.0,259369.38,7.0,2015-04-23,2016-03-30,4.133333333333334,15.0,0.252898146767812,0.03948990066845,0.3074849649631935,0.35135135135135137,0.05405405405405406,0.054064355538657585
481,SaigonFlex UM-86,Streetwear,Balanced,M,black,181,42,1657928.46,11276.171727272507,11818.57,1669747.03,159709.03,25,5.0,35275.84,3.0,2012-08-17,2013-09-06,4.0,5.0,0.006801362060744471,0.0070780602017300786,0.09633047134012043,0.13812154696132597,0.027624309392265192,0.021277057998027246
482,SaigonFlex UM-87,Streetwear,Balanced,L,orange,97,17,739635.72,132024.96655799996,11559.21,751194.9299999999,116493.24,18,5.0,35393.52,1.0,2012-11-05,2012-11-05,3.3333333333333335,3.0,0.17849998720721597,0.015387763599522696,0.15750083027358389,0.18556701030927836,0.05154639175257732,0.0478526375118822
483,SaigonFlex UM-88,Streetwear,Balanced,XL,blue,58,13,979712.01,-96667.13968656708,127197.19,1106909.2,645013.45,41,0.0,0.0,0.0,,,3.0,1.0,-0.09866893403355041,0.11491203614533153,0.6583704633772939,0.7068965517241379,0.0,0.0
484,SaigonFlex UM-89,Streetwear,Balanced,S,white,72,19,1119595.18,274378.89424000005,1698.76,1121293.94,14156.31,1,9.0,128452.16,4.0,2012-07-21,2012-10-09,4.5,4.0,0.24506973515195024,0.0015149997154180644,0.01264413267659834,0.013888888888888888,0.125,0.11473089764462903
