product_id,product_name,category,segment,peak_month,peak_season_index,revenue_total,gross_margin_total,peak_avg_stock_on_hand,peak_avg_stockout_days,peak_avg_fill_rate,peak_avg_days_supply,peak_stockout_rate,peak_overstock_rate,peak_avg_sell_through,prev_month,prev_avg_stock_on_hand,prev_avg_stockout_days,prev_avg_fill_rate,prev_avg_days_supply,prev_stockout_rate,prev_overstock_rate,prev_avg_sell_through,inventory_risk_score
389,LotusWear UC-03,Streetwear,Everyday,4,2.0356422962602205,3001302.7,41186.94344188682,9.0,1.5,0.95,75.0,1.0,0.5,0.35,3,9.0,1.0,0.9667,81.0,1.0,0.0,0.27205,4.999000000000001
390,LotusWear UC-04,Streetwear,Everyday,8,2.6989201702880683,644846.12,146360.71159999998,8.0,3.0,0.9,26.7,1.0,0.0,0.5294,7,6.0,2.0,0.9333,180.0,1.0,1.0,0.1429,10.000999999999998
392,SaigonFlex RP-01,Outdoor,Activewear,2,1.275555174317668,124156.94999999998,-15532.949999999993,6.0,1.5,0.95,135.0,1.0,0.5,0.19645,1,,,,,,,,3.0000000000000013
393,SaigonFlex RP-02,Outdoor,Activewear,10,1.0270362739897276,109429.65,-2310.0165000000025,6.0,2.0,0.9333,180.0,1.0,1.0,0.1429,9,,,,,,,,4.0009999999999994
394,SaigonFlex RS-01,Outdoor,Premium,11,1.9745882559173635,2411670.36,246106.78525200023,6.0,2.0,0.9333,135.0,1.0,0.5,0.19645,10,6.0,2.0,0.9333,36.0,1.0,0.0,0.4545,8.001999999999999
395,SaigonFlex RS-02,Outdoor,Premium,11,1.1923265569360273,79636.22,18263.239099999995,4.0,4.0,0.8667,17.1,1.0,0.0,0.6364,10,,,,,,,,7.998999999999999
396,SaigonFlex UM-01,Streetwear,Balanced,4,1.3940091037721725,178201946.32,3233884.819221523,912.4,1.0,0.9666599999999999,7748.94,0.6,1.0,0.13026,3,888.8,1.2,0.95998,7792.76,0.6,1.0,0.10366,4.400800000000003
398,SaigonFlex UM-03,Streetwear,Balanced,10,1.5351144150107807,3113828.75,380659.85654793563,8.0,13.0,0.5667,13.3,1.0,0.0,0.6923,9,5.0,5.0,0.8333,18.8,1.0,0.0,0.6154,36.0
400,SaigonFlex UM-05,Streetwear,Balanced,6,1.548568749672577,60472650.62,12700508.916735329,278.5,1.5,0.9499875,1007.0625,0.875,1.0,0.09625,5,257.42857142857144,0.8571428571428571,0.9714285714285714,321.9428571428571,0.5714285714285714,1.0,0.09857142857142856,4.714660714285715
401,SaigonFlex UM-06,Streetwear,Balanced,1,1.7331397746952237,2426930.35,-28050.81500000009,19.0,1.0,0.9667,71.2,1.0,0.0,0.2963,12,19.0,1.0,0.9667,63.3,1.0,0.0,0.3214,3.9979999999999993
402,SaigonFlex UM-07,Streetwear,Balanced,3,2.167663947196206,14198519.12,464389.10323890037,32.0,19.0,0.3667,17.1,1.0,0.0,0.6364,2,20.0,5.0,0.8333,28.6,1.0,0.0,0.5122,47.99999999999999
403,SaigonFlex UM-08,Streetwear,Balanced,4,2.0483581734104033,4382610.53,1777447.3631630002,11.0,0.0,1.0,33.0,0.0,0.0,0.4762,3,10.0,2.0,0.9333,42.9,1.0,0.0,0.4118,4.0009999999999994
404,SaigonFlex UM-09,Streetwear,Balanced,9,2.0062791983352084,13201073.7,1937060.8199292745,33.0,2.0,0.9333,31.9,1.0,0.0,0.4844,8,41.5,0.5,0.98335,871.65,0.5,1.0,0.13055,5.000500000000001
405,SaigonFlex UM-10,Streetwear,Balanced,3,1.4958429558619801,22225672.12,7334260.571055995,91.0,0.5,0.98335,151.15,0.5,1.0,0.16745,2,88.0,0.5,0.98335,216.35000000000002,0.5,1.0,0.1256,1.9990000000000032
406,SaigonFlex UM-11,Streetwear,Balanced,5,2.3156364743244042,3891822.27,1238479.6827136364,22.0,11.0,0.6333,22.0,1.0,0.0,0.5769,4,19.0,0.0,1.0,95.0,0.0,1.0,0.24,22.001
407,SaigonFlex UM-12,Streetwear,Balanced,5,1.402675316197983,132919300.63,-4061755.4415048975,166.25,0.5,0.983325,80.22500000000001,0.25,0.5,0.30555,4,156.25,3.0,0.899975,69.1,0.75,0.25,0.3477,7.001
408,SaigonFlex UM-13,Streetwear,Balanced,11,1.3561065440373916,4291990.91,-206803.9700116279,39.0,2.0,0.9333,50.9,1.0,0.0,0.371,10,34.0,0.0,1.0,42.5,0.0,0.0,0.4138,4.0009999999999994
409,SaigonFlex UM-14,Streetwear,Balanced,5,1.714963745157922,73935925.42,-914606.7929714001,338.0,0.5,0.98335,1954.7,0.5,0.5,0.21994999999999998,4,324.0,3.5,0.8833500000000001,1950.35,1.0,0.5,0.25095,7.998999999999999
410,SaigonFlex UM-15,Streetwear,Balanced,4,1.6789788085739104,16191802.22,-569092.1652459011,71.5,1.0,0.9667,233.9,1.0,0.5,0.22605,3,69.0,1.5,0.95,650.95,1.0,0.5,0.18435,4.9990000000000006
412,SaigonFlex UM-17,Streetwear,Balanced,5,1.496022869027259,16774275.34,848033.5237088697,80.5,0.0,1.0,1343.3,0.0,0.5,0.14650000000000002,4,77.5,1.0,0.9667,1335.0,1.0,0.5,0.17235,1.9989999999999999
413,SaigonFlex UM-18,Streetwear,Balanced,11,1.0856551890251627,192556.11,58910.48197500002,,,,,,,,10,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,1.9989999999999999
414,SaigonFlex UM-19,Streetwear,Balanced,8,1.5703688490335963,1687599.65,401445.8797556817,8.5,1.5,0.95,161.65,0.5,0.5,0.3267,7,8.0,1.0,0.9667,120.0,1.0,0.5,0.20834999999999998,4.999000000000001
415,SaigonFlex UM-20,Streetwear,Balanced,10,1.751215393688568,19403706.57,190887.22720133222,134.57142857142858,1.0,0.9666714285714286,411.5285714285714,0.7142857142857143,1.0,0.09929999999999999,9,131.71428571428572,0.7142857142857143,0.9761857142857142,702.9857142857143,0.42857142857142855,1.0,0.07201428571428571,3.4285714285714293
416,SaigonFlex UM-21,Streetwear,Balanced,10,2.9846896774948757,493518.67,47089.79631025,3.0,1.0,0.96665,67.5,0.5,0.0,0.325,9,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,6.001499999999999
417,SaigonFlex UM-22,Streetwear,Balanced,5,2.226967173631409,805091.49,185556.84250212772,4.0,5.0,0.8333,15.0,1.0,0.0,0.6667,4,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,14.001999999999997
418,SaigonFlex UM-23,Streetwear,Balanced,5,1.4570533347695995,32899099.09,2178722.5333628417,102.0,1.75,0.94165,201.4,1.0,0.75,0.21765,4,96.25,1.0,0.966675,224.35,0.75,0.75,0.229625,5.500250000000002
419,SaigonFlex UM-24,Streetwear,Balanced,5,1.728736375209667,6757581.97,1929481.4271130525,31.0,0.0,1.0,58.1,0.0,0.0,0.3404,4,32.5,2.0,0.9333,597.0,1.0,0.5,0.14475,4.0009999999999994
420,SaigonFlex UM-25,Streetwear,Balanced,1,1.6347681512787477,23556147.39,-907035.9888461529,89.0,0.5,0.98335,1714.1,0.5,0.5,0.22424999999999998,12,59.0,1.0,0.9667,68.1,1.0,0.0,0.3059,2.9985000000000017
421,SaigonFlex UM-26,Streetwear,Balanced,11,1.9380711349219824,3165329.12,272432.6247344878,11.0,10.0,0.6667,19.4,1.0,0.0,0.6071,10,7.0,13.0,0.5667,13.1,1.0,0.0,0.6957,45.998000000000005
422,SaigonFlex UM-27,Streetwear,Balanced,6,1.6486232012919737,39271832.32,15584876.100534998,137.33333333333334,1.0,0.9666666666666667,69.0,0.6666666666666666,0.3333333333333333,0.32230000000000003,5,129.33333333333334,1.6666666666666667,0.9444666666666667,95.43333333333334,0.6666666666666666,0.3333333333333333,0.2986333333333333,5.332666666666666
423,SaigonFlex UM-28,Streetwear,Balanced,5,1.8220184197548626,7270471.35,-495365.04309632874,31.5,1.0,0.96665,192.9,0.5,0.5,0.23845,4,28.0,1.0,0.9667,49.4,1.0,0.0,0.3778,3.9994999999999994
424,SaigonFlex UM-29,Streetwear,Balanced,4,1.8233708155522799,15845037.55,5922531.354004079,97.5,1.0,0.96665,811.95,0.5,0.5,0.14730000000000001,3,96.0,0.5,0.98335,893.85,0.5,1.0,0.0645,3.0000000000000013
425,SaigonFlex UM-30,Streetwear,Balanced,9,1.5144121712280774,9500241.0,-610724.151558935,40.0,5.5,0.8167,897.6,1.0,0.5,0.2801,8,44.333333333333336,7.333333333333333,0.7555666666666667,648.6333333333333,0.6666666666666666,0.6666666666666666,0.2801666666666666,25.66533333333333
426,SaigonFlex UM-31,Streetwear,Balanced,4,1.3867345480203146,56151636.08,3693757.411629572,193.25,1.25,0.95835,603.8,1.0,0.5,0.221275,3,185.5,0.5,0.98335,623.8,0.5,0.75,0.20235,3.4990000000000006
427,SaigonFlex UM-32,Streetwear,Balanced,8,1.9527953027467402,4052468.7399999998,888225.8469796113,34.333333333333336,1.6666666666666667,0.9444333333333333,457.3666666666666,1.0,1.0,0.14886666666666667,7,37.5,2.0,0.9333,847.5,1.0,1.0,0.03845,7.334666666666666
428,SaigonFlex UM-33,Streetwear,Balanced,9,1.601008087475202,24545957.18,352623.8851413575,72.5,0.5,0.98335,52.95,0.5,0.0,0.3755,8,63.5,0.5,0.98335,56.849999999999994,0.5,0.0,0.35755,1.9990000000000032
429,SaigonFlex UM-34,Streetwear,Balanced,6,2.081423584961009,15881935.69,2953569.8932480006,63.0,1.0,0.9667,49.7,1.0,0.0,0.3762,5,54.0,2.0,0.9333,85.3,1.0,0.0,0.2603,5.999999999999999
430,SaigonFlex UM-35,Streetwear,Balanced,5,1.871839559053418,3854732.68,-106195.19247500024,7.8,0.0,1.0,72.6,0.0,0.2,0.31829999999999997,4,7.6,0.8,0.97334,145.0,0.6,0.6,0.21898,1.5998000000000006
431,SaigonFlex UM-36,Streetwear,Balanced,5,1.667870476980466,17479669.7,2851819.8820246872,66.0,1.0,0.9667,44.0,1.0,0.0,0.4054,4,54.0,0.0,1.0,45.0,0.0,0.0,0.4,1.9989999999999999
432,SaigonFlex UM-37,Streetwear,Balanced,4,1.6835639787690846,81827863.21,-1652244.0859066246,297.5,3.25,0.89165,1677.775,1.0,0.5,0.251925,3,286.25,3.0,0.9,1707.425,0.5,0.5,0.23515,12.500499999999999
433,SaigonFlex UM-38,Streetwear,Balanced,6,1.5284270858568014,114003899.18,43598336.5231522,310.625,0.75,0.975,263.125,0.5,0.875,0.1632875,5,334.8888888888889,0.7777777777777778,0.9740666666666667,2224.488888888889,0.4444444444444444,0.7777777777777778,0.1523,3.0557777777777764
435,SaigonFlex UM-40,Streetwear,Balanced,1,1.6913457529121922,18872257.21,-818496.9852348968,96.0,0.5,0.98335,1708.4,0.5,0.5,0.13290000000000002,12,73.0,0.0,1.0,70.6,0.0,0.0,0.2981,0.9995000000000016
436,SaigonFlex UM-41,Streetwear,Balanced,5,2.7573210669524384,9182622.62,1812317.0898053648,78.5,1.5,0.95,1244.4,1.0,0.5,0.13235,4,72.0,2.0,0.9333,144.0,1.0,1.0,0.1724,7.001000000000001
437,SaigonFlex UM-42,Streetwear,Balanced,8,2.3311149338415804,9429577.53,-463996.85671875,30.0,7.5,0.75,26.9,1.0,0.0,0.55835,7,26.5,0.5,0.98335,66.35,0.5,0.0,0.33125,15.999500000000001
438,SaigonFlex UM-43,Streetwear,Balanced,5,1.435282030251029,340706262.89,130456863.28015037,1042.7142857142858,1.1428571428571428,0.9619,7647.342857142858,0.7142857142857143,0.7142857142857143,0.20462857142857144,4,1016.0,2.5714285714285716,0.9143,7643.171428571428,1.0,0.5714285714285714,0.21987142857142855,7.428285714285715
440,SaigonFlex UM-45,Streetwear,Balanced,3,2.058681534839577,13398018.34,3709820.3424035804,124.0,2.0,0.9333,161.7,1.0,1.0,0.1565,2,130.0,0.5,0.98335,2273.35,0.5,1.0,0.03795,5.000500000000001
442,SaigonFlex UM-47,Streetwear,Balanced,4,2.261391771224799,608219.0700000001,-15025.36840909085,3.0,1.0,0.9666666666666667,90.0,0.6666666666666666,0.0,0.25,3,,,,,,,,1.9999999999999998
443,SaigonFlex UM-48,Streetwear,Balanced,5,1.3638749473308196,123951425.76,47496347.62861863,444.44444444444446,1.2222222222222223,0.9592555555555555,318.8333333333333,0.7777777777777778,1.0,0.09838888888888889,4,436.1111111111111,1.3333333333333333,0.9555666666666666,350.31111111111113,1.0,1.0,0.0929,5.110888888888892
444,SaigonFlex UM-49,Streetwear,Balanced,12,1.1718253598980717,745780.6,-134583.47374999995,30.0,0.0,1.0,75.0,0.0,0.0,0.2857,11,29.0,1.0,0.9667,96.7,1.0,1.0,0.2368,1.9989999999999999
445,SaigonFlex UM-50,Streetwear,Balanced,5,1.390139389314915,96245102.49,24999735.067517057,479.8,0.8,0.97332,1481.7,0.4,1.0,0.10933999999999999,4,421.0,0.75,0.975025,167.1,0.75,1.0,0.153675,3.0996500000000005
447,SaigonFlex UM-52,Streetwear,Balanced,5,1.8358196524209212,35217883.78,6581105.867231665,59.0,3.5,0.8833500000000001,57.05,1.0,0.0,0.3842,4,54.0,7.0,0.76665,57.65,1.0,0.0,0.3962,20.999999999999996
449,SaigonFlex UM-54,Streetwear,Balanced,6,1.5912276543157131,185252159.74,4877748.910484978,700.0,1.0,0.96665,67.15,0.5,0.0,0.31079999999999997,5,637.0,1.0,0.9667,81.65,1.0,0.5,0.27244999999999997,3.9994999999999994
450,SaigonFlex UM-55,Streetwear,Balanced,4,1.637795983476234,16707622.290000001,1469026.8022593774,36.0,1.0,0.9667,37.2,1.0,0.0,0.4462,3,32.0,2.0,0.9333,53.3,1.0,0.0,0.36,5.999999999999999
451,SaigonFlex UM-56,Streetwear,Balanced,8,1.5605750778859082,38057895.35,5551236.597266905,118.0,11.0,0.63335,38.15,0.5,0.0,0.50895,7,105.0,1.0,0.96665,83.94999999999999,0.5,0.5,0.26775000000000004,24.0
452,SaigonFlex UM-57,Streetwear,Balanced,12,1.1869414292596887,781618.77,265489.9425452902,22.0,3.0,0.9,30.0,1.0,0.0,0.5,11,19.0,1.0,0.9667,95.0,1.0,1.0,0.24,7.998999999999999
455,SaigonFlex UM-60,Streetwear,Balanced,9,2.381074810475839,5733210.96,1282174.260422608,29.0,1.0,0.9667,61.65,1.0,0.0,0.32735000000000003,8,26.0,1.5,0.95,96.0,1.0,0.5,0.23865,4.9990000000000006
456,SaigonFlex UM-61,Streetwear,Balanced,4,1.8036678451764074,23724425.6,5143819.631700772,246.0,2.0,0.9333,2075.45,1.0,1.0,0.11829999999999999,3,240.0,0.5,0.98335,4121.6,0.5,1.0,0.08845,5.000500000000001
457,SaigonFlex UM-62,Streetwear,Balanced,8,1.7274141085442833,25937330.22,10709093.579921171,189.0,1.0,0.9666666666666667,325.9666666666667,0.6666666666666666,0.6666666666666666,0.17806666666666668,7,214.0,1.0,0.96665,274.2,0.5,1.0,0.12705,4.0005
458,SaigonFlex UM-63,Streetwear,Balanced,10,2.5432965707306074,1889200.6600000001,349700.4282113845,23.0,2.0,0.9333,57.5,1.0,0.0,0.3429,9,22.0,1.0,0.9667,132.0,1.0,1.0,0.1852,5.999999999999999
459,SaigonFlex UM-64,Streetwear,Balanced,7,1.4350099485952208,6074727.0,1201027.0131264706,19.5,1.0,0.96665,79.6,0.5,0.0,0.27615,6,27.0,0.0,1.0,73.6,0.0,0.0,0.2895,2.0004999999999997
460,SaigonFlex UM-65,Streetwear,Balanced,4,1.687442297462434,16507365.45,1594307.125932723,101.33333333333333,1.0,0.9666666666666667,208.33333333333334,0.6666666666666666,1.0,0.15819999999999998,3,97.0,0.6666666666666666,0.9777999999999999,277.8666666666667,0.6666666666666666,1.0,0.11599999999999999,3.332666666666669
461,SaigonFlex UM-66,Streetwear,Balanced,9,1.3729510928313637,45002124.87,-2082298.099207318,138.0,0.5,0.98335,66.25,0.5,0.0,0.31945,8,127.5,0.5,0.98335,53.55,0.5,0.0,0.38355,1.9990000000000032
462,SaigonFlex UM-67,Streetwear,Balanced,9,1.6738511518870705,2446644.79,237284.79291560937,28.0,0.0,1.0,93.3,0.0,1.0,0.2432,8,,,,,,,,0.0
464,SaigonFlex UM-69,Streetwear,Balanced,7,2.618482413075283,3298621.33,1382610.8768108897,41.5,0.5,0.98335,76.95,0.5,0.5,0.28659999999999997,6,47.0,1.0,0.9667,40.3,1.0,0.0,0.4268,2.9985000000000017
466,SaigonFlex UM-71,Streetwear,Balanced,3,1.581831877701173,945367.04,137424.20580301882,3.0,2.0,0.9333,45.0,1.0,0.0,0.4,2,3.0,1.0,0.9667,45.0,1.0,0.0,0.4,5.999999999999999
467,SaigonFlex UM-72,Streetwear,Balanced,7,1.42366983768609,66871275.46,26119365.092873923,373.5,0.0,1.0,398.95,0.0,1.0,0.12585000000000002,6,395.0,1.0,0.9666666666666667,327.09999999999997,0.6666666666666666,1.0,0.12369999999999999,1.9999999999999998
470,SaigonFlex UM-75,Streetwear,Balanced,6,1.462698599613844,45104474.03,16257742.296742981,91.0,4.0,0.8667,39.65,1.0,0.0,0.4471,5,83.0,1.0,0.96665,38.599999999999994,0.5,0.0,0.4399,9.999499999999998
471,SaigonFlex UM-76,Streetwear,Balanced,8,1.4010874313580486,18453361.54,-626972.1854782584,57.0,6.5,0.78335,40.15,0.5,0.0,0.4676,7,50.5,1.0,0.96665,91.95,0.5,0.5,0.24625000000000002,15.0
472,SaigonFlex UM-77,Streetwear,Balanced,9,1.6333794362911493,35206591.44,-1513521.590594851,110.5,7.5,0.75,46.199999999999996,0.5,0.0,0.45735000000000003,8,100.5,13.0,0.56665,31.75,1.0,0.0,0.53365,41.0005
473,SaigonFlex UM-78,Streetwear,Balanced,9,2.192712693696999,4809530.51,692017.2248700004,11.0,5.0,0.83335,218.0,1.0,0.5,0.35945,8,10.0,7.5,0.75,75.3,1.0,0.5,0.4578,24.999499999999998
475,SaigonFlex UM-80,Streetwear,Balanced,6,1.5337138032167386,267387485.24,39369572.41704621,980.0,1.0,0.96668,8753.84,0.8,1.0,0.15436,5,831.75,1.0,0.96665,150.375,0.5,1.0,0.169825,4.0001
476,SaigonFlex UM-81,Streetwear,Balanced,8,1.4453210891836452,16675597.07,5976346.265766465,28.0,3.5,0.8833,41.65,1.0,0.0,0.44400000000000006,7,23.0,1.5,0.95,80.3,1.0,0.0,0.2741,10.001000000000003
478,SaigonFlex UM-83,Streetwear,Balanced,4,1.7502725852667693,11619070.75,3881604.935530003,49.5,1.5,0.95,122.6,1.0,0.5,0.2084,3,47.0,1.0,0.9667,156.65,1.0,1.0,0.16199999999999998,4.999000000000001
479,SaigonFlex UM-84,Streetwear,Balanced,6,1.9111573456916446,4797419.25,1213258.4375932268,16.5,6.0,0.8,55.849999999999994,0.5,0.5,0.43735,5,14.0,0.0,1.0,126.0,0.0,0.5,0.27085000000000004,11.999999999999998
481,SaigonFlex UM-86,Streetwear,Balanced,8,2.1548117462197376,1657928.46,11276.171727272507,13.5,1.0,0.96665,59.4,0.5,0.0,0.3405,7,12.5,1.0,0.9667,142.5,1.0,0.5,0.19165,3.9994999999999994
482,SaigonFlex UM-87,Streetwear,Balanced,8,2.085081991443031,739635.72,132024.96655799996,6.0,1.5,0.95,120.0,1.0,0.5,0.23809999999999998,7,6.0,0.0,1.0,135.0,0.0,0.5,0.19645,3.0000000000000013
483,SaigonFlex UM-88,Streetwear,Balanced,11,2.255242905514652,979712.01,-96667.13968656708,11.0,2.0,0.9333,30.0,1.0,0.0,0.5,10,9.0,2.0,0.9333,135.0,1.0,1.0,0.1818,8.001999999999999
484,SaigonFlex UM-89,Streetwear,Balanced,7,3.148539590890343,1119595.18,274378.89424000005,40.0,0.0,1.0,92.3,0.0,1.0,0.2453,6,,,,,,,,0.0
485,SaigonFlex UM-90,Streetwear,Balanced,7,1.6398922668081473,288906.32,16749.954615384646,34.0,2.0,0.9333,92.7,1.0,1.0,0.2444,6,,,,,,,,4.0009999999999994
486,SaigonFlex UM-91,Streetwear,Balanced,9,1.8516824055638779,6279660.64,2729147.1787905726,14.5,4.0,0.8667,30.5,1.0,0.0,0.5307,8,12.5,6.0,0.8,28.85,1.0,0.0,0.5580499999999999,19.998999999999995
487,SaigonFlex UM-92,Streetwear,Balanced,5,1.4189445361386201,398213557.45,31242459.943719987,1466.1666666666667,1.0,0.9666666666666667,10310.550000000001,0.6666666666666666,0.8333333333333334,0.13498333333333332,4,1434.0,0.3333333333333333,0.9888833333333333,2270.116666666667,0.16666666666666666,0.8333333333333334,0.13766666666666666,2.666833333333333
488,SaigonFlex UM-93,Streetwear,Balanced,9,1.4164486200568032,32660807.42,8708552.102694524,142.0,0.8,0.97332,795.1600000000001,0.4,1.0,0.10782,8,139.0,1.0,0.9666600000000001,1451.28,0.6,1.0,0.09328,3.600599999999999
489,SaigonFlex UM-94,Streetwear,Balanced,9,1.5138804907491545,22718622.54,5869977.71870769,75.28571428571429,3.2857142857142856,0.8904857142857142,195.41428571428574,0.8571428571428571,0.8571428571428571,0.2186,8,72.71428571428571,1.1428571428571428,0.9619,310.59999999999997,0.7142857142857143,0.7142857142857143,0.172,8.857000000000003
490,SaigonFlex UM-95,Streetwear,Balanced,6,2.1345603942401383,9428300.26,3896785.63297399,54.75,1.5,0.95,137.325,1.0,0.5,0.285325,5,44.333333333333336,1.3333333333333333,0.9555333333333333,87.3,0.6666666666666666,0.3333333333333333,0.26176666666666665,5.667333333333334
491,SaigonFlex UM-96,Streetwear,Balanced,6,1.593224202015517,251816396.52,-5449372.009685109,627.1111111111111,1.2222222222222223,0.9592555555555555,880.1666666666666,0.7777777777777778,0.6666666666666666,0.1667777777777778,5,679.2,1.0,0.96667,4871.65,0.7,0.7,0.14261,4.444455555555556
492,SaigonFlex UM-97,Streetwear,Balanced,6,2.2281377564246263,3933814.35,321704.2616405315,4.6,1.8,0.9399799999999999,82.66,0.6,0.4,0.34752,5,4.833333333333333,1.3333333333333333,0.95555,70.83333333333333,0.8333333333333334,0.16666666666666666,0.34741666666666665,6.267433333333336
493,SaigonFlex UM-98,Streetwear,Balanced,8,1.3860251689285594,24746626.72,-921446.2700000004,64.0,11.0,0.63335,34.8,1.0,0.0,0.5038,7,53.5,1.0,0.96665,68.7,0.5,0.0,0.31875,24.0
494,SaigonFlex UM-99,Streetwear,Balanced,3,2.013187267872806,10097343.99,2769457.747463114,20.0,7.0,0.7667,27.3,1.0,0.0,0.5238,2,15.0,2.0,0.9333,28.1,1.0,0.0,0.5161,18.0
495,SaigonFlex UM-00,Streetwear,Balanced,4,1.6233996356246831,23030637.94,5139522.356752525,194.25,1.25,0.958325,161.375,0.75,1.0,0.164225,3,202.8,0.8,0.97334,2155.0,0.6,0.8,0.10133999999999999,4.10005
496,SaigonFlex UM-01,Streetwear,Balanced,6,1.4663113363680647,133286646.78,-4039363.2981567844,578.2,1.6,0.94666,291.14,1.0,0.8,0.1514,5,595.6666666666666,0.6666666666666666,0.9777666666666667,4164.333333333333,0.3333333333333333,0.8333333333333334,0.12794999999999998,4.533866666666668
497,SaigonFlex UM-02,Streetwear,Balanced,9,1.8173031294757924,14575715.24,-266514.7985135099,27.0,12.0,0.6,649.85,0.5,0.5,0.38915000000000005,8,24.5,7.5,0.75,97.75,1.0,0.5,0.43365,39.0
498,SaigonFlex UM-03,Streetwear,Balanced,9,1.8782451787650467,19038949.23,610726.7157600018,91.0,0.5,0.98335,97.5,0.5,0.5,0.23645,8,97.0,1.0,0.9666666666666667,671.1999999999999,0.6666666666666666,1.0,0.15276666666666666,2.999500000000001
499,SaigonFlex UM-04,Streetwear,Balanced,6,1.6120922657791241,90690297.09,35327429.25233036,365.8,0.4,0.98668,1200.1,0.4,0.8,0.17958,5,384.3333333333333,1.5,0.9499833333333333,4256.716666666666,0.8333333333333334,0.8333333333333334,0.13818333333333332,3.8001000000000014
500,SaigonFlex UM-05,Streetwear,Balanced,2,2.034021681550735,5254871.36,884492.1182395355,24.333333333333332,0.6666666666666666,0.9777666666666667,343.3333333333333,0.3333333333333333,0.3333333333333333,0.23696666666666666,1,22.0,1.3333333333333333,0.9555333333333333,495.0,0.6666666666666666,1.0,0.08426666666666666,4.0009999999999994
501,SaigonFlex UM-06,Streetwear,Balanced,4,1.7525973931167806,18021723.28,7298908.973263802,48.333333333333336,0.8333333333333334,0.9722333333333334,480.98333333333335,0.6666666666666666,0.8333333333333334,0.16853333333333334,3,47.166666666666664,1.1666666666666667,0.9611166666666667,509.0,0.8333333333333334,0.8333333333333334,0.15585000000000002,3.9994999999999967
502,SaigonFlex UM-07,Streetwear,Balanced,8,1.4459962671587887,35603968.26,6202211.356747366,86.0,10.5,0.65,34.75,1.0,0.0,0.5249,7,105.0,1.0,0.9666666666666667,1682.4333333333334,0.6666666666666666,0.6666666666666666,0.19033333333333335,23.0
503,SaigonFlex UM-08,Streetwear,Balanced,9,1.9948498870870468,21087926.0,1013385.3290981735,35.0,12.5,0.58335,395.3,0.5,0.5,0.38805,8,30.0,10.0,0.66665,116.65,0.5,0.5,0.43025,45.0
504,SaigonFlex UM-09,Streetwear,Balanced,9,1.6545482753946656,12260331.15,3213970.726982309,31.666666666666668,1.0,0.9666666666666667,458.8333333333333,0.3333333333333333,0.6666666666666666,0.24076666666666666,8,26.0,7.5,0.75,56.65,1.0,0.5,0.4308,17.0
505,SaigonFlex UM-10,Streetwear,Balanced,10,1.8083679786588798,4463420.8,818344.0656499311,12.0,11.0,0.6333,17.1,1.0,0.0,0.6364,9,10.0,1.0,0.9667,30.0,1.0,0.0,0.5,24.0
506,SaigonFlex UM-11,Streetwear,Balanced,8,1.5170712735453638,201823701.72,-4260019.241199917,649.0,1.25,0.958325,118.175,0.75,0.75,0.215925,7,738.0,1.3333333333333333,0.9555666666666666,172.76666666666665,1.0,1.0,0.1533,5.166583333333336
508,SaigonFlex UM-13,Streetwear,Balanced,9,1.65647818539119,11207413.9,3885158.221381818,35.5,11.0,0.6333,79.45,1.0,0.5,0.42715,8,31.5,8.0,0.73335,38.05,0.5,0.0,0.51235,38.0005
510,SaigonFlex UM-15,Streetwear,Balanced,5,1.4708663788595895,62011143.63,-556972.27374089,194.8,1.4,0.9533400000000001,2023.48,1.0,0.6,0.19727999999999998,4,189.4,1.2,0.96,1029.4,0.8,0.4,0.23532000000000003,5.199799999999998
511,SaigonFlex UM-16,Streetwear,Balanced,11,1.4187894876073293,3330961.19,926149.3820000003,86.0,0.0,1.0,151.8,0.0,1.0,0.165,10,82.0,2.0,0.9333,205.0,1.0,1.0,0.1277,4.0009999999999994
512,SaigonFlex UR-01,Streetwear,Standard,7,1.6157460870802034,10270137.03,637723.3595350778,181.4,1.3,0.95666,1275.42,0.8,1.0,0.09230000000000001,6,190.0,0.8888888888888888,0.9703666666666666,938.688888888889,0.5555555555555556,1.0,0.08575555555555556,4.378088888888892
513,SaigonFlex UE-01,Streetwear,Performance,7,2.7898728098836028,467479.72,115829.48249919998,9.0,1.0,0.9666666666666667,120.0,0.6666666666666666,0.6666666666666666,0.20453333333333332,6,9.0,1.5,0.95,202.5,1.0,1.0,0.1409,5.000000000000002
514,SaigonFlex UE-02,Streetwear,Performance,7,2.4656091137941147,425526.4,97454.007352,26.0,1.0,0.9667,97.5,1.0,1.0,0.2353,6,27.0,1.0,0.9667,810.0,1.0,1.0,0.0357,3.9979999999999993
515,SaigonFlex UE-03,Streetwear,Performance,10,2.229501691810263,3264922.86,1309366.1272558866,13.6,0.4,0.98668,177.14000000000001,0.4,0.6,0.21056,9,13.4,1.8,0.93998,177.2,1.0,0.8,0.2042,4.400199999999999
